TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
870,瘙痒明显,Sao Yang Ming Xian,,,风邪犯表,Synonymous terms,"v1,v2",0
871,瘙痒难忍,Sao Yang Nan Ren,,,风邪犯表,Synonymous terms,"v1,v2",0
872,色素沉着,Se Su Chen Zhao,色素沉着是人体皮肤由于种种原因而致皮肤呈现不同颜色、不同范围及不同深浅的色素变化。色素分为两类，一类人体自身产生的色素，一类是外源性色素。,,,,v1,1
873,涩痛,Se Tong,,肾,肝阴虚,Ontological terms,"v1,v2",0
874,沙眼,Sha Yan,沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎，因其在睑结膜表面形成粗糙不平的外观，形似沙粒，故名沙眼。本病病变过程早期结膜有浸润，如乳头、滤泡增生，同时发生角膜血管翳；晚期由于受累的睑结膜发生瘢痕，以致眼睑内翻畸形，加重角膜的损害，可严重影响视力甚至造成失明。潜伏期5～14天，双眼患病，多发生于儿童或少年期。,肝,肝阴虚,Synonymous terms,"v1,v2",0
875,痧胀腹痛,Sha Zhang Fu Tong,痧胀腹痛，病证名。痧胀病以胸腹胀痛为主证者，多因受寒、湿滞或感受秽浊之邪、山岚不正之气等，侵袭或邪传于肠胃而触发。《症因脉治·腹痛论》：“痧胀腹痛之证，忽尔胸腹胀痛，手足厥冷，指甲带青，痛不可忍，不吐不泻，或吐或泻，按之痛甚，病名绞肠痧。”治宜祛秽泄毒为大法。十指青冷者，宜刺指出血；欲吐不吐者，以盐汤探吐，并以荆芥、防风、青陈皮、枳实、大黄等药煎服；胁肋刺痛者，刺期门穴，或在患者双侧臂臑部刮痧；腹痛，足转筋抽搦，及少腹痞痛者，宜刺三里、委中穴；恶寒发热，脉浮大者，选用败毒散等方。参见痧、痧气、绞肠痧条。,,,Ontological terms,"v1,v2",0
876,筛状出血明显,Shai Zhuang Chu Xie Ming Xian,,,,Ontological terms,"v1,v2",0
877,闪腰挫气,Shan Yao Cuo Qi,,,,Synonymous terms,"v1,v2",0
878,疝气,Shan Qi,疝气，即人体内某个脏器或组织离开其正常解剖位置，通过先天或后天形成的薄弱点、缺损或孔隙进入另一部位。常见的疝有脐疝，腹股沟直疝、斜疝，切口疝、手术复发疝、白线疝、股疝等。腹壁疝多由于咳嗽、喷嚏、用力过度、腹部肥胖、用力排便、妊娠、小儿过度啼哭、老年腹壁强度退行性变等原因引起腹内压增高，迫使腹腔内的游离脏器如：小肠、盲肠、大网膜、膀胱、卵巢、输卵管等脏器通过人体正常的或不正常的薄弱点或缺损、孔隙进入另一部位。,,,Ontological terms,"v1,v2",0
879,善饥,Shan Ji,善饥，证名。指易有饥饿感。见《素问·至真要大论》。病因以胃热较为常见。治宜清胃、育阴、生津。选用生地八味汤、玉女煎或泻黄散去防风加生地方。如属消渴病之善饥，宜用六味地黄丸加沙苑子。参见消渴条。蛔虫会引起不同程度的善饥。,胃,胃热,Synonymous terms,"v1,v2",0
880,善太息,Shan Tai Xi,,,肝气郁滞,,v1,1
881,伤处瘀肿疼痛,Shang Chu Yu Zhong Teng Tong,,,,Synonymous terms,"v1,v2",0
882,伤风,Shang Feng,伤风是由风邪侵袭人体引起的常见外感热病。一年四季均可发生。尤以冬春两季为多见。临床以头痛、鼻塞、喷嚏、流涕、咽痒咳嗽、发热恶寒等为主要证候特点。病情有轻重不同，轻者俗称伤风，重者称为重伤风。若病情较重，且在一段时间内广泛流行，证候相类似者，称为时行感冒。,肺,风邪伤表,Ontological terms,"v1,v2",0
883,伤口感染,Shang Kou Gan Ran,,,热毒,Synonymous terms,"v1,v2",0
884,上下肢 偏身麻木,Shang Xia Zhi   Pian Shen Ma Mu,,四肢,气机郁滞,Synonymous terms,"v1,v2",0
885,上消化道出血量多,Shang Xiao Hua Dao Chu Xie Liang Duo,,胃,,Synonymous terms,"v1,v2",0
886,上肢麻木,Shang Zhi Ma Mu,,四肢,气机郁滞,Synonymous terms,"v1,v2",0
887,上肢疼痛,Shang Zhi Teng Tong,,四肢,气机郁滞,Synonymous terms,"v1,v2",0
888,少腹拒按,Shao Fu Ju An,,腹部,气滞,Synonymous terms,"v1,v2",0
889,少腹冷痛,Shao Fu Leng Tong,,腹部,寒证,Ontological terms,"v1,v2",0
890,少腹疼痛,Shao Fu Teng Tong,,腹部,寒证,Ontological terms,"v1,v2",0
891,少腹痛,Shao Fu Tong,腹痛，证名。出《素问·五常政大论》。小腹两旁疼痛。少腹痛，可见于疝病等多种病证。痛而喜按为虚，宜温补汤。痛而拒按为实，宜温气汤。痛而小便不利为湿热，宜五苓散加大黄、滑石。痛而胀急，小便反利，为蓄血，宜和血汤。痛连阴茎，按之则止，为肝血虚，宜补血清热，用当归、生地、白芍、艾草、牛膝、麦冬、丹皮、童便、甘菊。痛如绞急，不可忍耐，小便如淋，诸药不效，为酒欲过度，宜黄芩、木通、甘草三味，煎服立止。痛而按之有块，时胀闷，其痛不移处，瘀血已久也，宜元胡索、肉桂、香附、归尾、桃仁、砂仁。又小腹痛亦作少腹痛，参见小腹痛条。,腹部,气滞,Ontological terms,"v1,v2",0
892,少腹坠胀,Shao Fu Zhui Zhang,,腹部,气虚,Synonymous terms,"v1,v2",0
893,少津,Shao Jin,,脾,脾虚,Synonymous terms,"v1,v2",0
894,少寐,Shao Mei,,心,心火旺盛,Synonymous terms,"v1,v2",0
895,少气,Shao Qi,少气，中医病证名。是指言语无力，呼吸微弱、短促等证候。《灵枢·经脉》：“少气不足以息。”又：“其小而短者少气。”可因脏气虚弱、尤以肺气虚损、中气不足，肾气亏耗为常见。《诸病源候论·少气候》：“所由藏气不足故也。肺主于气而通呼吸，藏气不足，则呼吸微弱而少气。胸痛少气者，水在藏府，水者阴气，阴气在内，故少气。”亦有因痰气、食积内阻所致者。《䱐溪陆氏医述·病症辨异》：“少气者，气少不足于言……由里气因痰或食或饮碍其升降之路使然。”,肺,气虚,Synonymous terms,"v1,v2",0
896,少食,Shao Shi,,胃,脾虚,Ontological terms,"v1,v2",0
897,少痰,Shao Tan,,肺,,Ontological terms,"v1,v2",0
898,舌暗,She An,,肝,淤血  热,Synonymous terms,"v1,v2",0
899,舌暗红,She An Hong,,肝,热  淤血,Synonymous terms,"v1,v2",0
900,舌边尖有瘀斑,She Bian Jian You Yu Ban,,脾,淤血,Synonymous terms,"v1,v2",0
901,舌部疲斑,She Bu Pi Ban,,脾,淤血,Synonymous terms,"v1,v2",0
902,舌赤,She Chi,,脾,热证,Synonymous terms,"v1,v2",0
903,舌淡,She Dan,舌质颜色浅淡，颜色比例红少白多，甚或纯白无红色的舌质称为舌淡。舌淡在内伤杂病中较为多见，一般多主虚证，日常表示病程较长，不易迅速治愈。,脾,脾虚,Synonymous terms,"v1,v2",0
904,舌干,She Gan,舌干，症名。即舌体及舌苔干燥，多由热盛伤津或阴液亏虚所致，亦可见于阳虚津不上承者。,脾,脾虚,Synonymous terms,"v1,v2",0
905,舌红,She Hong,舌红是指心在外为舌，红为热像，说明心有火。首先是清淡饮食，忌辛辣，腥，发物。,脾,,Synonymous terms,"v1,v2",0
906,舌红苔黄腻,She Hong Tai Huang Ni,,脾,湿热,Synonymous terms,"v1,v2",0
907,舌尖边有瘀点,She Jian Bian You Yu Dian,,脾,淤血,Synonymous terms,"v1,v2",0
908,舌尖红,She Jian Hong,,脾,心火旺盛,Synonymous terms,"v1,v2",0
909,舌绛,She Jiang,舌绛，舌像之一。指舌质呈深红色，一般属于热在营分，血分。,脾,血热,Ontological terms,"v1,v2",0
910,舌糜烂,She Mi Lan,,脾,心火旺盛,Synonymous terms,"v1,v2",0
911,舌胖,She Pang,,脾,脾虚,Synonymous terms,"v1,v2",0
912,舌偏红,She Pian Hong,,脾,血热,Synonymous terms,"v1,v2",0
913,舌强,She Qiang,舌强，证名。舌强是指舌体强硬，活动不灵，舌体伸缩不自然、谈吐不利的现象。,脾,肝阳上亢,Ontological terms,"v1,v2",0
914,舌强不语,She Qiang Bu Yu,,脾,肝阳上亢,Ontological terms,"v1,v2",0
915,舌生疮,She Sheng Chuang,,脾,心火旺盛,Ontological terms,"v1,v2",0
916,舌体胖大,She Ti Pang Da,,脾,脾虚,Synonymous terms,"v1,v2",0
917,舌体肿,She Ti Zhong,,脾,脾虚,Synonymous terms,"v1,v2",0
918,舌有齿痕,She You Chi Hen,,脾,脾虚,,v1,1
919,舌有瘀斑,She You Yu Ban,,脾,血瘀,Synonymous terms,"v1,v2",0
920,舌有瘀点瘀斑,She You Yu Dian Yu Ban,,脾,血瘀,Synonymous terms,"v1,v2",0
921,舌瘀斑,She Yu Ban,,脾,血瘀,Synonymous terms,"v1,v2",0
922,舌质暗红,She Zhi An Hong,,脾,血瘀,Synonymous terms,"v1,v2",0
923,舌质黯,She Zhi An,,脾,血瘀,Synonymous terms,"v1,v2",0
924,舌质淡暗,She Zhi Dan An,,脾,血瘀,Synonymous terms,"v1,v2",0
925,舌质红少津,She Zhi Hong Shao Jin,,脾,脾虚,Synonymous terms,"v1,v2",0
926,舌质红少苔,She Zhi Hong Shao Tai,,脾,脾虚,Synonymous terms,"v1,v2",0
927,舌质有瘀斑,She Zhi You Yu Ban,,脾,血瘀,Synonymous terms,"v1,v2",0
928,舌质紫暗,She Zhi Zi An,,脾,血瘀,Synonymous terms,"v1,v2",0
929,舌紫暗,She Zi An,,脾,血瘀,Synonymous terms,"v1,v2",0
930,蛇虫咬伤,She Chong Yao Shang,,,,Ontological terms,"v1,v2",0
931,身黄,Shen Huang,,肝,肝经湿热,Synonymous terms,"v1,v2",0
932,身倦,Shen Juan,,心肝,气虚,Synonymous terms,"v1,v2",0
933,身困重,Shen Kun Zhong,,心肝,脾虚湿盛,Synonymous terms,"v1,v2",0
934,身目发黄,Shen Mu Fa Huang,,心肝,肝经湿热,Synonymous terms,"v1,v2",0
935,身热,Shen Re,身热（The body is hot），是一种证名。指全身发热的症象。,心肝,热证,Synonymous terms,"v1,v2",0
936,身瘦,Shen Shou,,心肝,脾虚,Synonymous terms,"v1,v2",0
937,身疼痛,Shen Teng Tong,周身疼痛。,心肝,寒证,Synonymous terms,"v1,v2",0
938,身体倦懒,Shen Ti Juan Lan,,心肝,气虚,Synonymous terms,"v1,v2",0
939,身体麻木,Shen Ti Ma Mu,,心肝,气机郁滞,Synonymous terms,"v1,v2",0
940,身体痩弱,Shen Ti Shou Ruo,,心肝,脾虚,Synonymous terms,"v1,v2",0
941,身体瘦弱,Shen Ti Shou Ruo,,心肝,脾虚,Synonymous terms,"v1,v2",0
942,身痛,Shen Tong,周身疼痛。,,气机郁滞,Ontological terms,"v1,v2",0
943,身痛痉挛,Shen Tong Jing Luan,,,经脉失养,Synonymous terms,"v1,v2",0
944,神昏,Shen Hun,又称昏愦，病证名。见于《伤寒明理论》。即指神识丧失，对环境刺激缺乏反应的症状。轻者称晕厥或昏厥。中医文献还有“昏迷”、“昏蒙”、“昏厥”和“谵昏”等名，均属神昏的范畴。常因痰浊、热毒、外伤、气血逆乱、阴阳衰竭及其他强烈刺激等，使神明失主所致。,心脑,邪热扰心,Ontological terms,"v1,v2",0
945,神昏不语,Shen Hun Bu Yu,,心脑,邪热扰心,Ontological terms,"v1,v2",0
946,神昏狂躁,Shen Hun Kuang Zao,,心脑,邪热扰心,Synonymous terms,"v1,v2",0
947,神昏谵语,Shen Hun Zhan Yu,,心脑,邪热扰心,Ontological terms,"v1,v2",0
948,神经衰弱,Shen Jing Shuai Ruo,神经衰弱（neurasthenia）在中国属于神经症的诊断之一。是由于长期处于紧张和压力下，出现精神易兴奋和脑力易疲乏现象，常伴有情绪烦恼、易激惹、睡眠障碍、肌肉紧张性疼痛等；这些症状不能归于脑、躯体疾病及其他精神疾病。症状时轻时重，波动与心理社会因素有关，病程多迁延。近世纪，神经衰弱的概念经历了一系列变迁，随着医生对神经衰弱认识的变化和各种特殊综合征和亚型的分出，在美国和西欧已不作此诊断，CCMD-3工作组的现场测试证明，在我国神经衰弱的诊断也明显减少。,心脑,心神失养,Synonymous terms,"v1,v2",0
949,神经痛,Shen Jing Tong,神经痛是神经科常见症状之一，此种疼痛是指在没有外界刺激的条件下而感到的疼痛，又称为自发痛。自发痛的种类很多，按病变的部位可分为周围神经性痛和中枢神经性痛。病因不明者称为原发性神经痛，有明确病因者称继发性（或症状性）神经痛。病变部位可在神经根、神经丛或神经干。常以病变所涉及的周围神经来命名。其他局部病变刺激末梢感受器引起的局部疼痛和中枢神经系统感觉传导通路病变所致的躯体痛，一般不属于神经痛的范畴。,心脑,元神失养,Ontological terms,"v1,v2",0
950,神经性疼痛,Shen Jing Xing Teng Tong,,心脑,元神失养,Synonymous terms,"v1,v2",0
951,神经性头痛,Shen Jing Xing Tou Tong,神经性头痛主要是指紧张性头痛、功能性头痛及血管神经性头痛，多由精神紧张、生气引起。主要症状为持续性的头部闷痛、压迫感、沉重感，有的患者自诉为头部有“紧箍”感。大部分患者为两侧头痛，多为两颞侧、后枕部及头顶部或全头部。,心脑,元神失养,Synonymous terms,"v1,v2",0
952,神倦,Shen Juan,自觉精神困倦的表现。,心脑,气虚,Synonymous terms,"v1,v2",0
953,神倦懒言,Shen Juan Lan Yan,,心脑,气虚,Synonymous terms,"v1,v2",0
954,神疲,Shen Pi,自觉精神困倦的表现。,心脑,气虚,Ontological terms,"v1,v2",0
955,神情呆滞,Shen Qing Dai Zhi,,心脑,气虚,Synonymous terms,"v1,v2",0
956,神志不清,Shen Zhi Bu Qing,神志不清（unconsciousness）指神志昏蒙，呼之能应，或时有谵语，失去对事情的判断和处理能力。,心脑,邪热扰心,Synonymous terms,"v1,v2",0
957,神志淡漠,Shen Zhi Dan Mo,,心脑,元神失养,Synonymous terms,"v1,v2",0
958,神志恍惚,Shen Zhi Huang Hu,由于剧烈或持续的精神紧张性刺激直接引起的。其临床表现的主要内容与精神创伤密切相关，并伴有相应的情感体验，容易被人所理解。,心脑,元神失养,Ontological terms,"v1,v2",0
959,神志昏蒙,Shen Zhi Hun Meng,,心脑,邪热亢盛,Synonymous terms,"v1,v2",0
960,神志昏迷,Shen Zhi Hun Mi,,心脑,邪热亢盛,Synonymous terms,"v1,v2",0
961,神志混乱,Shen Zhi Hun Luan,,心脑,邪热亢盛,Ontological terms,"v1,v2",0
962,肾精不足,Shen Jing Bu Zu,肾精不足为肾精亏虚，发育生殖等功能减退所致的病症。肾精不足多由先天发育不良，禀赋不足，或后天调摄失宜，房事过度，大病久病伤肾等引起。,肾,肾虚,Synonymous terms,"v1,v2",0
963,肾区叩击痛,Shen Qu Kou Ji Tong,,肾,肾虚,Synonymous terms,"v1,v2",0
964,肾区冷痛、,Shen Qu Leng Tong 、,,肾,肾虚,Synonymous terms,"v1,v2",0
965,声带充血,Sheng Dai Chong Xie,,肾,风热犯肺,Synonymous terms,"v1,v2",0
966,声带息肉,Sheng Dai Xi Rou,声带息肉是发生于声带固有层浅层的良性增生性病变，也是一种特殊类型的慢性喉炎。最主要的临床症状为声嘶。通过喉镜检查可以做出临床诊断。治疗方式主要为手术切除治疗。若经治疗好转后，患者仍暴露于用声过度、用声不当、吸烟等危险因素中，则声带息肉可再次出现。术后要继续避免和治疗可能的致病因素。,肾,淤血阻滞,Synonymous terms,"v1,v2",0
967,声带小结,Sheng Dai Xiao Jie,声带小结又称歌唱者小结或教师小结，发生于儿童者称喊叫小结，是一种特殊类型的慢性喉炎，由炎性病变形成。最主要的临床症状为声嘶。通过喉镜检查可以进行临床诊断。治疗包括适当声带休息、纠正发声方法、手术治疗等。,肾,肝气郁滞,Synonymous terms,"v1,v2",0
968,声音嘶哑,Sheng Yin Si Ya,声音嘶哑又称声嘶，是喉部（特别是声带）病变的主要症状，多由喉部病变所致，也可因全身性疾病所引起。声嘶的程度因病变的轻重而异，轻者仅见音调变低、变粗，重者发声嘶哑甚至只能发出耳语声或失音。,肾,肺阴亏虚,Synonymous terms,"v1,v2",0
969,声重,Sheng Zhong,中医学名词，指语声重浊，称为声重，多属外感风寒，以致或湿浊阻滞，肺气不宣，鼻窍不通所致。临床表现有鼻塞、流涕或咳嗽、痰多等症状。,肾,肺气虚,Synonymous terms,"v1,v2",0
970,失眠,Shi Mian,,心 肾,心火旺盛,Ontological terms,"v1,v2",0
971,失音,Shi Yin,失音（aphonia ）是指神清而声音嘶哑，甚至不能发出声音的症状。祖国医学称“暴喑”。多由风寒或风热火毒等邪犯喉，肾阴虚、肺虚气弱，或神情失调、气机呆滞等所致。常见于喉喑、喉癣、气厥、喉息肉、白喉、子喑等病中。,肺,肺气不利,Ontological terms,"v1,v2",0
972,失语,Shi Yu,失语症是指由于神经中枢病损导致抽象信号思维障碍，而丧失口语、文字的表达和理解能力的临床症候群。失语症不包括由于意识障碍和普通的智力减退造成的语言症状，也不包括听觉、视觉、书写、发音等感觉和运动器官损害引起的语言、阅读和书写障碍。因先天或幼年疾病引致学习困难，造成的语言机能缺陷不属失语症范畴。,肾,,Synonymous terms,"v1,v2",0
973,湿痹拘挛,Shi Bi Ju Luan,,四肢,脾虚湿盛,Ontological terms,"v1,v2",0
974,湿疮,Shi Chuang,湿疮，中医病名。湿疮是一种由多种内外因素引起的过敏性炎症性皮肤病。以多形性皮损，对称分布，易于渗出，自觉瘙痒，反复发作和慢性化为临床特征。本病男女老幼皆可罹患，而以先天禀赋不耐者为多。一般可分为急性、亚急性、慢性三类。本病相当于西医的湿疹。,皮肤,湿热,Ontological terms,"v1,v2",0
975,湿疮脓水浸淫,Shi Chuang Nong Shui Jin Yin,,皮肤,湿热,Ontological terms,"v1,v2",0
976,湿热毒邪聚结肌肤,Shi Re Du Xie Ju Jie Ji Fu,,皮肤,湿热,Synonymous terms,"v1,v2",0
977,湿热下注,Shi Re Xia Zhu,湿热下注是一个中医的术语。中医认为，膀胱系津液之府，湿热蕴结于下焦，下注膀胱，湿热阻于肾与膀胱，导致肾与膀胱气化失常，则水道、小便不利，泄时涩痛，尿赤，尿浑浊，小便频数，淋沥不畅（即尿频、尿急、尿短少、尿痛等尿路刺激症状）。临床可以根据辨证用五淋散、萆解分清饮、黄连解毒汤等等加减治疗。,皮肤,湿热,Synonymous terms,"v1,v2",0
978,湿疹,Shi Zhen,湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性、亚急性、慢性三期。急性期具渗出倾向，慢性期则浸润、肥厚。有些病人直接表现为慢性湿疹。皮损具有多形性、对称性、瘙痒和易反复发作等特点。,皮肤,湿热,Ontological terms,"v1,v2",0
979,湿疹瘙痒,Shi Zhen Sao Yang,,皮肤,湿热,Ontological terms,"v1,v2",0
980,十二指肠溃疡出血,Shi Er Zhi Chang Kui Yang Chu Xie,,胃,胃热,Synonymous terms,"v1,v2",0
981,石淋,Shi Lin,石淋 ，病名。小便涩痛，尿出砂石。又称砂淋、沙石淋。多因下焦积热，煎熬水液所致。,膀胱,膀胱湿热,Ontological terms,"v1,v2",0
982,石淋涩痛,Shi Lin Se Tong,,膀胱,膀胱湿热,Ontological terms,"v1,v2",0
983,时有隐痛,Shi You Yin Tong,,,肝经失养,Synonymous terms,"v1,v2",0
984,食后腹胀拒按,Shi Hou Fu Zhang Ju An,,脾胃,脾气虚,Synonymous terms,"v1,v2",0
985,食后胀痛,Shi Hou Zhang Tong,,脾胃,脾气虚,Synonymous terms,"v1,v2",0
986,食积,Shi Ji,食积，九积之一。食滞不消，日久成积者。《儒门事亲》卷三：“食积，酸心腹满，大黄、牵牛之类，甚者礞石、巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积，食物不能消化，成积痞闷也，宜青礞石、鸡内金、枳实、巴豆、香附，方用保和丸，连萝丸、佐脾丸。”《医医偶录》治肚腹胀硬拒按，吞酸嗳腐，不思饮食，用大和中饮。脾虚者，参用六君汤。参见肉积、面积、果菜积等条。,脾胃,饮食停胃,,v1,1
987,食积不消,Shi Ji Bu Xiao,,脾胃,脾虚,,v1,1
988,食积胀满,Shi Ji Zhang Man,,脾胃,脾虚,Ontological terms,"v1,v2",0
989,食乳不化,Shi Ru Bu Hua,,脾胃,脾虚,Synonymous terms,"v1,v2",0
990,食少,Shi Shao,胃接受和容纳食物的功能称作“胃主受纳”，因邪气扰动，胃气不降；或脾胃功能虚弱，出现消化不良、食欲不振，进食后有饱滞之感的症状，称为“胃纳呆滞”，简称胃呆、纳呆、纳少或食少。作为症状可兼见于多种疾病，临床较为多见，如临床表现突出而其他症状不明显，可作为独立疾病诊断。,脾胃,脾虚,Ontological terms,"v1,v2",0
991,食少不化,Shi Shao Bu Hua,,脾胃,脾虚,Synonymous terms,"v1,v2",0
992,食少乏力,Shi Shao Fa Li,,脾胃,脾虚,Ontological terms,"v1,v2",0
993,食少腹胀,Shi Shao Fu Zhang,,脾胃,脾虚,Ontological terms,"v1,v2",0
994,食物积滞,Shi Wu Ji Zhi,,脾胃,脾虚,,v1,1
995,食欲不振,Shi Yu Bu Zhen,食欲不振是指进食的欲望降低。完全的不思进食则称厌食。,脾胃,脾虚,Ontological terms,"v1,v2",0
996,食欲减退,Shi Yu Jian Tui,正常人一般都有良好的食欲，这是判断人全健康的重要标志之一。因此，食欲异常往往表示人体处于病理状态。食欲异常包括食欲减退、食欲亢进及食欲反常三种，其中食欲减退是临床上最常见的症状。,脾胃,脾虚,Synonymous terms,"v1,v2",0
997,食滞,Shi Zhi,,脾胃,脾虚,Ontological terms,"v1,v2",0
998,食滞不化,Shi Zhi Bu Hua,,脾胃,脾虚,Synonymous terms,"v1,v2",0
999,食滞化热,Shi Zhi Hua Re,,脾胃,脾虚,Synonymous terms,"v1,v2",0
1000,视觉异常,Shi Jue Yi Chang,,肝目,肝经失养,Synonymous terms,"v1,v2",0
1001,视力减退,Shi Li Jian Tui,,肝目,肝肾亏虚,Synonymous terms,"v1,v2",0
1002,视力疲劳,Shi Li Pi Lao,视力疲劳是指从事近距离工作或学习，由于过度使用眼睛而产生的眼睛疲劳。此症常发于从事近距离精密工作、电脑工作，或者在照明条件不佳（光线过亮/过暗）的环境内学习或工作，以及患有近视、远视、老光等屈光不正及身体衰弱的人。,肝目,肝经失养,Synonymous terms,"v1,v2",0
1003,视力下降,Shi Li Xia Jiang,,肝目,肝经失养,Synonymous terms,"v1,v2",0
1004,视物不清,Shi Wu Bu Qing,,肝目,肝经失养,Synonymous terms,"v1,v2",0
1005,视物昏暗,Shi Wu Hun An,,肝目,肝经失养,Synonymous terms,"v1,v2",0
1006,视物昏花,Shi Wu Hun Hua,视物昏花是一种病症，从中医角度而言，视物昏花属于“肝肾亏损”。过度用眼，使眼部睫状肌痉挛，调节力下降，出现视物昏花，如果双眼睫状肌痉挛程度不一样，还会出现视物重影。另外，在疲劳状态下，眼睛视网膜感光介质缺乏能量，甚至感光介质消耗过度、生成不足，会产生视物昏花、异色感。,肝目,肝经失养,Ontological terms,"v1,v2",0
1007,视物模糊,Shi Wu Mo Hu,视物模糊（blurred vision）可以是缘于多种眼科疾病，如白内障、屈光不正，近视、远视、散光等。也可能是其他全身疾病引起的并发症，或者并非疾病，而是外界干扰导致。治疗视物模糊应查找原发病，针对病因进行治疗。,肝目,肝经失养,Synonymous terms,"v1,v2",0
1008,手臂麻木,Shou Bi Ma Mu,上肢神经卡压：一是拇、食、中指的麻木疼痛，常有夜间麻醒史，醒后活动可好转。严重者可伴有手部肌肉萎缩，影响手的精细动作，这是因为正中神经在腕部受到压迫，即所谓的“腕管综合症”；二是环、小指的麻木疼痛，也可有夜间麻醒史，严重者伴有肌萎缩，环、小指的屈指力下降，影响精细运用。这是因为神经在肘部受到卡压，即所谓的“肘管综合症”手麻木。,四肢,肝风内动,Synonymous terms,"v1,v2",0
1009,手抽搐,Shou Chou Chu,,四肢,阴虚阳亢,Synonymous terms,"v1,v2",0
1010,手拘挛,Shou Ju Luan,,四肢,筋脉失养,Synonymous terms,"v1,v2",0
1011,手麻木,Shou Ma Mu,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1012,手术出血,Shou Zhu Chu Xie,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1013,手心热,Shou Xin Re,手心热，症名。两手掌心有发热感觉。一名掌中热。手三阴经是动、所生病证之一。又为劳倦内伤及五心烦热的症状之一，《内外伤辨惑论》有记载。,四肢,阴虚,Synonymous terms,"v1,v2",0
1014,手肿胀,Shou Zhong Zhang,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1015,手足不遂,Shou Zu Bu Sui,,四肢,四肢失养,Ontological terms,"v1,v2",0
1016,手足不温,Shou Zu Bu Wen,,四肢,阳虚,Synonymous terms,"v1,v2",0
1017,手足发凉,Shou Zu Fa Liang,,四肢,阳虚,Synonymous terms,"v1,v2",0
1018,手足麻木症,Shou Zu Ma Mu Zheng,,四肢,四肢失养,Synonymous terms,"v1,v2",0
1019,手足瘈疲,Shou Zu Ji Pi,,四肢,热证,Synonymous terms,"v1,v2",0
1020,暑湿,Shu Shi,暑湿，即暑热挟湿。以胸脘痞闷、心烦、身热、舌苔黄腻为主证。多发生于夏令季节，暑湿俱盛之时，尤以南方为多见。其以发病较急，初起见有身热、头身重病、微汗、口渴、脘痞等暑湿郁遏肌表证候为主要特点。如暑湿困阻中焦，则见壮热烦渴、汗多尿少、 胸脘痞闷，身重困倦；如暑湿弥漫三焦，则见咳嗽、身热面赤、胸脘痞闷、大便稀臭、小便短赤、甚或咯痰带血；如内蕴暑湿而外感风寒，则见头痛身热、恶寒无汗、身体拘急不舒，胸闷心烦，舌苔白腻等。,,,,v1,1
1021,暑邪发热,Shu Xie Fa Re,,,暑热侵袭,Ontological terms,"v1,v2",0
1022,术后疼痛,Zhu Hou Teng Tong,,,淤血阻滞,,v1,1
1023,双目上吊,Shuang Mu Shang Diao,,肝,肝肾亏虚,Synonymous terms,"v1,v2",0
1024,双乳痛,Shuang Ru Tong,,子宫,肝气郁滞,Synonymous terms,"v1,v2",0
1025,水浆难下,Shui Jiang Nan Xia,,胃,胃气虚,Synonymous terms,"v1,v2",0
1026,水泻,Shui Xie,水泻，病证名。泻下稀水，如水下注。又称水泄、注泄、泄注、注下。多因脾胃虚弱，感寒停湿及热迫肠胃所致。,肾,肾阳虚,Ontological terms,"v1,v2",0
1027,水肿,Shui Zhong,组织间隙过量的体液潴留称为水肿（edema），通常指皮肤及皮下组织液体潴留，体腔内体液增多则称积液。根据分布范围，水肿可表现为局部性或全身性，全身性水肿时往往同时有浆膜腔积液，如腹水、胸腔积液和心包腔积液。全身性水肿主要有心源性水肿、肾源性水肿、肝源性水肿、营养不良性水肿、黏液性水肿、特发性水肿、药源性水肿、老年性水肿等。根据水肿的程度可分为轻、中、重度水肿，轻度水肿仅见于眼睑、眶下软组织，胫骨前、踝部的皮下组织，指压后可见组织轻度凹陷，体重可增加5%左右。中度：全身疏松组织均有可见性水肿，指压后可出现明显的或较深的组织凹陷，平复缓慢。重度：全身组织严重水肿，身体低垂部皮肤紧张发亮，甚至可有液体渗出，有时可伴有胸腔、腹腔、鞘膜腔积液。,肾,肾阳虚,Ontological terms,"v1,v2",0
1028,睡卧不安,Shui Wo Bu An,,心,心火旺,Synonymous terms,"v1,v2",0
1029,思维迟缓,Si Wei Chi Huan,思维迟缓与思维奔逸相反，表现为以抑制性思维占主导的思维形式障碍。患者联想困难、对问题反应迟钝，有时概念停留很长时间，不能顺利地表达出来，言语缓慢、回答问题吞吞吐吐、拖延很久、难以出口，有时再三提问，才能得到回答，见于抑郁症或抑郁状态。,心,元神失养,Synonymous terms,"v1,v2",0
1030,死胎,Si Tai,妊娠20周以后，胎儿在子宫内死亡，称为死胎。由于大约半数的死胎案例妊娠时期根本没有任何征兆显示存在问题，所以多数父母是在完全没意识到的情况下丧失胎儿。,子宫,肝肾亏虚,Ontological terms,"v1,v2",0
