Formula_id,Formula_pinyin_name,Formula_cn_name,Formula_alias_name,Formula_en_name,Dosage_form,Administration,Type,Category,Herbs_in_Chinese,Herbs_in_pinyin,Syndromes_in_Chinese,Syndromes_in_English,Indications_in_Chinese,Indications_in_English,Source,CPMCP_CMP_id,CPMCP_CPM_id,ITCM_id,ETCM_id
HBFO003271,Pan Long Qi Pian,盘龙七片,NA,Pan Long Qi Tablet,片剂 (Tablet),Oral,祛风药,Chinese patent medicines,"丹参, 乳香, 五加皮, 伸筋草, 八里麻, 壮筋丹, 川乌, 当归, 支柱蓼, 木香, 杜仲, 没药, 牛膝, 珠子参, 白毛七, 盘龙七, 祖司麻, 秦艽, 竹根七, 红花, 络石藤, 缬草, 羊角七, 老鼠七, 草乌, 过山龙, 重楼, 铁棒锤, 青蛙七","Dan Shen, Ru Xiang, Wu Jia Pi, Shen Jin Cao, Ba Li Ma, Zhuang Jin Dan, Chuan Wu, Dang Gui, Zhi Zhu Liao, Mu Xiang, Du Zhong, Mo Yao, Niu Xi, Zhu Zi Can, Bai Mao Qi, Pan Long Qi, Zu Si Ma, Qin Jiao, Zhu Gen Qi, Hong Hua, Luo Shi Teng, Xie Cao, Yang Jiao Qi, Lao Shu Qi, Cao Wu, Guo Shan Long, Zhong Lou, Tie Bang Chui, Qing Wa Qi",风寒湿凝滞筋骨证; 伤损筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of damage to sinew and bone,"痹病, 跌打损伤","Impediment disease, Traumatic injuries",ETCM,NA,NA,2024,2024
HBFO003272,Pan Long Qi Yao Jiu,盘龙七药酒,NA,Pan Long Qi Medicated Wine,药酒 (Medicinal Liquor),Oral,祛风药,Chinese patent medicines,"丹参, 乳香, 五加皮, 伸筋草, 八里麻, 壮筋丹, 川乌, 当归, 支柱蓼, 木香, 杜仲, 没药, 牛膝, 珠子参, 白毛七, 盘龙七, 祖司麻, 秦艽, 竹根七, 红曲, 红花, 络石藤, 缬草, 羊角七, 老鼠七, 草乌, 过山龙, 重楼, 铁棒锤, 青蛙七","Dan Shen, Ru Xiang, Wu Jia Pi, Shen Jin Cao, Ba Li Ma, Zhuang Jin Dan, Chuan Wu, Dang Gui, Zhi Zhu Liao, Mu Xiang, Du Zhong, Mo Yao, Niu Xi, Zhu Zi Can, Bai Mao Qi, Pan Long Qi, Zu Si Ma, Qin Jiao, Zhu Gen Qi, Hong Qu, Hong Hua, Luo Shi Teng, Xie Cao, Yang Jiao Qi, Lao Shu Qi, Cao Wu, Guo Shan Long, Zhong Lou, Tie Bang Chui, Qing Wa Qi",风寒湿凝滞筋骨证; 伤损筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of damage to sinew and bone,"痹病, 跌打损伤","Impediment disease, Traumatic injuries",ETCM,NA,NA,2025,2025
HBFO003273,Jin Yin San Qi Jiao Nang,金银三七胶囊,NA,Jin Yin San Qi Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"银杏叶提取物, 金不换, 三七, 丹参, 川芎, 乳香, 人工麝香, 冰片, 淀粉, 硬脂酸镁","Yin Xing Ye Ti Qu Wu, Jin Bu Huan, San Qi, Dan Shen, Chuan Qiong, Ru Xiang, Ren Gong She Xiang, Bing Pian, Dian Fen, Ying Zhi Suan Mei",理气活血，祛瘀止痛,"Regulate qi and promote blood circulation, remove blood stasis and relieve pain",瘀血闭阻所致胸痹,Chest obstruction caused by blood stasis,ITCM,NA,635,51118,NA
HBFO003274,Pao Tian Hong Jiu,炮天红酒,NA,Pao Tian Hong Medicated Wine,药酒 (Medicinal Liquor),Oral,补益药,Chinese patent medicines,"仙茅, 党参, 地黄, 大枣, 山药, 川牛膝, 当归, 杜仲, 枸杞子, 熟地黄, 狗肾, 续断, 肉桂, 肉苁蓉, 蛤蚧, 锁阳, 附子, 鹿茸","Xian Mao, Dang Shen, Di Huang, Da Zao, Shan Yao, Chuan Niu Xi, Dang Gui, Du Zhong, Gou Qi Zi, Shu Di Huang, Gou Shen, Xu Duan, Rou Gui, Rou Cong Rong, Ge Jie, Suo Yang, Fu Zi, Lu Rong",肝肾亏虚证; 精血亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of essence and blood,"眩晕, 耳鸣","Tinnitus, Dizziness",ETCM,NA,NA,2026,2026
HBFO003275,Pei Bao Jiao Nang,胚宝胶囊,NA,Pei Bao Capsule,胶囊剂 (Capsule),Oral,补益药,Chinese patent medicines,羊胎盘,Yang Tai Pan,肾阳虚证; 肾虚髓亏证,Syndrome of marrow depletion due to kidney deficiency; Syndrome of yang deficiency of kidney,虚劳,Consumptive disease,ETCM,NA,NA,2027,2027
HBFO003276,Pei Kun Wan,培坤丸,NA,Pei Kun Pill; Peikun Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"五味子, 北沙参, 山茱萸, 川芎, 当归, 杜仲, 核桃仁, 炙甘草, 炙黄芪, 熟地黄, 白术, 白芍, 砂仁, 胡芦巴, 艾叶, 茯苓, 远志, 酸枣仁, 陈皮, 麦冬, 龙眼肉","Wu Wei Zi, Bei Sha Shen, Shan Zhu Yu, Chuan Qiong, Dang Gui, Du Zhong, He Tao Ren, Zhi Gan Cao, Zhi Huang Qi, Shu Di Huang, Bai Zhu, Bai Shao, Sha Ren, Hu Lu Ba, Ai Ye, Fu Ling, Yuan Zhi, Suan Zao Ren, Chen Pi, Mai Dong, Long Yan Rou",气血两虚证; 肝肾亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of both essence and blood,"月经失调, 带下病, 不孕","Infertility, Leukorrheal diseases, Menstrual irregularities",Chinese Pharmacopoeia 2020 edition,NA,NA,2028,2028
HBFO003277,Peiyuan Tongnao Jiaonang,培元通脑胶囊,NA,Pei Yuan Tong Nao Capsule; Peiyuan Tongnao Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"制何首乌, 熟地黄, 天冬, 醋龟甲, 鹿茸, 酒苁蓉, 肉桂, 赤芍, 全蝎, 烫水蛭, 地龙, 炒山楂, 茯苓, 炙甘草","Zhi He Shou Wu, Shu Di Huang, Tian Dong, Cu Gui Jia, Lu Rong, Jiu Cong Rong, Rou Gui, Chi Shao, Quan Xie, Tang Shui Zhi, Di Long, Chao Shan Zha, Fu Ling, Zhi Gan Cao",益肾填精，息风通络,NA,用于肾元亏虚，瘀血阻络证，症见半身不遂、口眼歪斜、言语謇涩、半身麻木、眩晕耳鸣、腰膝酸软、脉沉细；缺血性中风中经络恢复期见上述证候者,"It is used for the syndrome of deficiency of kidney, blood stasis and obstruction of collaterals. Symptoms include hemiplegia, crooked mouth and eyes, astringent speech, numbness of the body, dizziness, tinnitus, weak waist and knees, and thin pulse; Waiter",Chinese Pharmacopoeia 2020 edition,NA,NA,51951,NA
HBFO003278,Pen Yan Jing Ke Li,盆炎净颗粒,NA,Pen Yan Jing Granule,颗粒剂 (Granule),Oral,化湿药,Chinese patent medicines,"川芎, 忍冬藤, 狗脊, 益母草, 蒲公英, 赤芍, 车前草, 鸡血藤","Chuan Qiong, Ren Dong Teng, Gou Ji, Yi Mu Cao, Pu Gong Ying, Chi Shao, Che Qian Cao, Ji Xue Teng",湿热下注证; 胞宫湿热证,Syndrome of dampness-heat in uterus; Syndrome of dampness-heat pouring downward,"带下病, 盆腔炎","Leukorrheal diseases, Pelvic inflammatory disease",ETCM,NA,NA,2029,2029
HBFO003279,Pen Yan Qing Shuan,盆炎清栓,NA,Pen Yan Qing Suppository,栓剂 (Suppository),External Use,清热药,Chinese patent medicines,"吲哚美辛, 毛冬青","Yin Duo Mei Xin, Mao Dong Qing",毒瘀蕴结宫证,Syndrome of accumulated toxic stasis in womb,"月经失调, 痛经, 带下病","Leukorrheal diseases, Dysmenorrhea, Menstrual irregularities",ETCM,NA,NA,2030,2030
HBFO003280,Pi Fu Bing Xue Du Wan,皮肤病血毒丸,NA,Pi Fu Bing Xue Du Pill,丸剂 (Pill),Oral,清热药,Chinese patent medicines,"土茯苓, 土贝母, 地肤子, 地黄, 大黄, 天葵子, 川芎, 当归, 忍冬藤, 桃仁, 桔梗, 浮萍, 熟地黄, 牛蒡子, 牡丹皮, 甘草, 白芍, 白芷, 白茅根, 白鲜皮, 皂角刺, 益母草, 紫荆皮, 紫草, 红花, 苍耳子, 苦地丁, 苦杏仁, 茜草, 荆芥炭, 蛇蜕, 蝉蜕, 赤芍, 赤茯苓, 连翘, 金银花, 防风, 鸡血藤, 黄柏","Tu Fu Ling, Tu Bei Mu, Di Fu Zi, Di Huang, Dai Huang, Tian Kui Zi, Chuan Qiong, Dang Gui, Ren Dong Teng, Tao Ren, Jie Geng, Fu Ping, Shu Di Huang, Niu Bang Zi, Mu Dan Pi, Gan Cao, Bai Shao, Bai Zhi, Bai Mao Gen, Bai Xian Pi, Zao Jiao Ci, Yi Mu Cao, Zi Jing Pi, Zi Cao, Hong Hua, Cang Er Zi, Ku Di Ding, Ku Xing Ren, Xi Cao, Jing Jie Tan, She Tui, Chan Tui, Chi Shao, Chi Fu Ling, Lian Qiao, Jin Yin Hua, Fang Feng, Ji Xue Teng, Huang Bai",血热动血证,Syndrome of blood-heat stirring blood,"风疹, 湿疹, 粉刺, 雀斑, 酒糟鼻, 疮疡, 脚湿气, 疥疮, 眩晕","Sore and ulcer, Acne, Rubella, Weak foot due to dampness, Scabies, Acne rosacea, Freckle, Eczema, Dizziness",ETCM,NA,NA,2031,2031
HBFO003281,Jin Gu Die Da Wan,筋骨跌打丸,NA,Jin Gu Die Da Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"红花, 刘寄奴, 琥珀, 无名异, 姜黄, 骨碎补, 莪术, 乌药, 五灵脂, 枳壳, 五加皮, 黑老虎, 土鳖虫, 蒲黄, 青皮, 桂枝, 三七, 没药, 香附, 木香, 独活, 栀子, 桃仁, 续断, 细辛, 大黄, 自然铜, 当归, 赤芍, 三棱, 乳香, 泽兰, 蜂蜜（炼）","Hong Hua, Liu Ji Nu, Hu Po, Wu Ming Yi, Jiang Huang, Gu Sui Bu, E Shu, Wu Yao, Wu Ling Zhi, Zhi Ke, Wu Jia Pi, Hei Lao Hu, Tu Bie Chong, Pu Huang, Qing Pi, Gui Zhi, San Qi, Mo Yao, Xiang Fu, Mu Xiang, Du Huo, Zhi Zi, Tao Ren, Xu Duan, Xi Xin, Dai Huang, Zi Ran Tong, Dang Gui, Chi Shao, San Leng, Ru Xiang, Ze Lan, Feng Mi （ Lian ）",活血散瘀、消肿止痛、续筋接骨,"Promoting blood circulation, dissipating blood stasis, reducing swelling and pain, renewing tendons and bones",跌打损伤、外伤瘀肿、骨折筋伤、软组织损伤等,"Bruises, trauma, bruises, fractures and tendons, soft tissue injuries, etc.",ITCM,NA,636,51100,NA
HBFO003282,Jin Gu Shang Pen Wu Ji,筋骨伤喷雾剂,NA,Jin Gu Shang Spray,喷雾剂 (Sprays),External Use,NA,Chinese patent medicines,"赤胫散, 赤芍, 淫羊藿, 地龙, 制草乌, 薄荷脑","Chi Jing San, Chi Shao, Yin Yang Huo, Di Long, Zhi Cao Wu, Bo He Nao",活血化瘀，消肿止痛,"Promote blood circulation and remove blood stasis, reduce swelling and relieve pain",软组织损伤,Soft tissue injury,ITCM,NA,637,52250,NA
HBFO003283,Jin Gu Wan,筋骨丸,NA,Jin Gu Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"穿山龙, 骨碎补（制）, 地龙, 威灵仙, 续断, 红花, 当归, 苏木, 土鳖虫, 自然铜（煅）, 马钱子（制）, 蜂蜜（炼）","Chuan Shan Long, Gu Sui Bu （ Zhi ）, Di Long, Wei Ling Xian, Xu Duan, Hong Hua, Dang Gui, Su Mu, Tu Bie Chong, Zi Ran Tong （ Duan ）, Ma Qian Zi （ Zhi ）, Feng Mi （ Lian ）",舒筋活血，散瘀止痛,"Relieve muscles and blood, dispel blood stasis and relieve pain",跌打损伤，伤筋动骨，瘀血停滞，筋骨疼痛,"Bruises, muscle and bone injury, blood stasis, muscle and bone pain",ITCM,NA,638,51082,NA
HBFO003284,Pipaye Gao,枇杷叶膏,NA,Pi Pa Ye Electuary; Pipaye Electuary,煎膏剂 (Electuary),Oral,NA,Chinese patent medicines,枇杷叶,Pi Pa Ye,清肺润燥，止咳化痰,NA,用于肺热燥咳，痰少咽干,"Used for lung heat, dry cough, less phlegm, dry throat",Chinese Pharmacopoeia 2020 edition,NA,NA,53220,NA
HBFO003285,Pi Pa Ye Tang Jiang,枇杷叶糖浆,NA,Pi Pa Ye Syrup,糖浆剂 (Syrup),Oral,清热药,Chinese patent medicines,枇杷叶,Pi Pa Ye,肺热阴虚证,Syndrome of lung-heat and yin deficiency,咳嗽,Cough,ETCM,NA,NA,2032,2032
HBFO003286,Pi Pa Zhi Ke Chong Ji,枇杷止咳冲剂,NA,Pi Pa Zhi Ke Granule,颗粒剂 (Granule),Oral,化痰药,Chinese patent medicines,"枇杷叶, 桑白皮, 桔梗, 白前, 百部, 罂粟壳, 薄荷脑","Pi Pa Ye, Sang Bai Pi, Jie Geng, Bai Qian, Bai Bu, Ying Su Ke, Bo He Nao",风邪犯肺证,Syndrome of wind invading the lung,咳嗽,Cough,ETCM,NA,NA,2033,2033
HBFO003287,Pi Pa Zhi Ke Jiao Nang,枇杷止咳胶囊,NA,Pi Pa Zhi Ke Capsule; Pipa Zhike Capsule,胶囊剂 (Capsule),Oral,化痰药,Chinese patent medicines,"枇杷叶, 桑白皮, 桔梗, 白前, 百部, 罂粟壳, 薄荷脑","Pi Pa Ye, Sang Bai Pi, Jie Geng, Bai Qian, Bai Bu, Ying Su Ke, Bo He Nao",痰浊蕴肺证,Syndrome of phlegm turbidity retaining in the lung,咳嗽,Cough,Chinese Pharmacopoeia 2020 edition,NA,NA,2034,2034
HBFO003288,Pi Pa Zhi Ke Ke Li,枇杷止咳颗粒,NA,Pi Pa Zhi Ke Granule; Pipa Zhike Granule,颗粒剂 (Granule),Oral,化痰药,Chinese patent medicines,"枇杷叶, 桑白皮, 桔梗, 白前, 百部, 罂粟壳, 薄荷脑","Pi Pa Ye, Sang Bai Pi, Jie Geng, Bai Qian, Bai Bu, Ying Su Ke, Bo He Nao",风热犯肺证,Syndrome of wind-heat invading the lung,咳嗽,Cough,Chinese Pharmacopoeia 2020 edition,NA,NA,2035,2035
HBFO003289,Pipa Zhike Ruanjiaonang,枇杷止咳软胶囊,NA,Pi Pa Zhi Ke Capsule; Pipa Zhike Soft Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"枇杷叶, 百部, 罂粟壳, 白前, 桑白皮, 桔梗, 薄荷脑","Pi Pa Ye, Bai Bu, Ying Su Ke, Bai Qian, Sang Bai Pi, Jie Geng, Bo He Nao",止咳化痰,NA,用于痰热蕴肺所致的咳嗽、咯痰；支气管炎见上述证候者,Used for cough and expectoration caused by phlegm heat accumulating in the lung; bronchitis sees the above syndrome,Chinese Pharmacopoeia 2020 edition,NA,NA,52709,NA
HBFO003290,Pi Shen Liang Zhu Wan,脾肾两助丸,NA,Pi Shen Liang Zhu Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"九节菖蒲, 使君子, 党参, 半夏, 土鳖虫, 小茴香, 山茱萸, 山药, 川芎, 川贝母, 当归, 杜仲, 枸杞子, 款冬花, 泽泻, 炙甘草, 炙黄芪, 熟地黄, 牛膝, 牵牛子, 白术, 白芍, 肉苁蓉, 茯苓, 补骨脂, 郁金, 锁阳, 陈皮, 鸡内金, 麦冬","Jiu Jie Chang Pu, Shi Jun Zi, Dang Shen, Ban Xia, Tu Bie Chong, Xiao Hui Xiang, Shan Zhu Yu, Shan Yao, Chuan Qiong, Chuan Bei Mu, Dang Gui, Du Zhong, Gou Qi Zi, Kuan Dong Hua, Ze Xie, Zhi Gan Cao, Zhi Huang Qi, Shu Di Huang, Niu Xi, Qian Niu Zi, Bai Zhu, Bai Shao, Rou Cong Rong, Fu Ling, Bu Gu Zhi, Yu Jin, Suo Yang, Chen Pi, Ji Na Jin, Mai Dong",脾肾两虚证,Syndrome of deficiency of both spleen and kidney,"解㑊, 痞满, 遗精, 遗精, 眩晕, 耳鸣","Tinnitus, Stuffiness and fullness, Dizziness, Seminal emission, Seminal emission",ETCM,NA,NA,2036,2036
HBFO003291,Pi Shen Shuang Bu Wan,脾肾双补丸,NA,Pi Shen Shuang Bu Pill,丸剂 (Pill),Oral,补益药,Ancient TCM prescriptions,"五味子, 党参, 山茱萸, 山药, 川芎, 当归, 枸杞子, 泽泻, 熟地黄, 牛膝, 牡丹皮, 甘草, 白扁豆, 白术, 白芍, 肉桂, 芡实, 茯苓, 莲子, 薏苡仁, 陈皮, 麦冬, 黄芪","Wu Wei Zi, Dang Shen, Shan Zhu Yu, Shan Yao, Chuan Qiong, Dang Gui, Gou Qi Zi, Ze Xie, Shu Di Huang, Niu Xi, Mu Dan Pi, Gan Cao, Bai Bian Dou, Bai Zhu, Bai Shao, Rou Gui, Qian Shi, Fu Ling, Lian Zi, Yi Yi Ren, Chen Pi, Mai Dong, Huang Qi",脾肾两虚证; 气阴两虚证,Syndrome of deficiency of both spleen and kidney; Syndrome of deficiency of both qi and yin,解㑊,Depression,ETCM,NA,NA,2037,2037
HBFO003292,Pi Shu Ning Ke Li,脾舒宁颗粒,NA,Pi Shu Ning Granule,颗粒剂 (Granule),Oral,化湿药,Chinese patent medicines,"山楂, 茯苓","Shan Zha, Fu Ling",脾虚痰湿证,Syndrome of phlegm-dampness due to spleen deficiency,"积滞, 不寐","Inability to sleep, Indigestion",ETCM,NA,NA,2038,2038
HBFO003293,Pi Wei Shu Wan,脾胃舒丸,NA,Pi Wei Shu Pill; Piweishu Pill,丸剂 (Pill),Oral,消食化积,Chinese patent medicines,"乌梅, 厚朴, 川芎, 枳实, 炙黄芪, 焦槟榔, 白术, 白芍, 草果, 陈皮, 香附, 鳖甲","Wu Mei, Hou Po, Chuan Qiong, Zhi Shi, Zhi Huang Qi, Jiao Bing Lang, Bai Zhu, Bai Shao, Cao Guo, Chen Pi, Xiang Fu, Bie Jia",肝胃不和证; 食积证,Syndrome of incoordination between liver and stomach; Syndrome of food retention,"积滞, 腹胀, 腹泻","Diarrhea, Abdominal distension, Indigestion",Chinese Pharmacopoeia 2020 edition,NA,NA,2039,2039
HBFO003294,Bi Wen Pian,辟瘟片,NA,Bi Wen Tablet,片剂 (Tablet),Oral,开窍剂,Chinese patent medicines,"丁香, 五倍子, 京大戟, 冰片, 千金子霜, 大黄, 天麻, 山慈菇, 朱砂, 檀香, 沉香, 硼砂, 细辛, 肉桂, 苍术, 苏合香油, 降香, 雄黄, 雌黄, 鬼箭羽, 麝香, 麻黄","Ding Xiang, Wu Bei Zi, Jing Da Ji, Bing Pian, Qian Jin Zi Shuang, Dai Huang, Tian Ma, Shan Ci Gu, Zhu Sha, Tan Xiang, Chen Xiang, Peng Sha, Xi Xin, Rou Gui, Cang Zhu, Su He Xiang You, Jiang Xiang, Xiong Huang, Ci Huang, Gui Jian Yu, She Xiang, Ma Huang",中气下陷证; 脾胃气虚证,Syndrome of qi deficiency of spleen and stomach; Syndrome of sinking of qi due to spleen deficiency,中恶,Noxious pathogen attack,ETCM,NA,NA,2040,2040
HBFO003295,Pian Tan Fu Yuan Wan,偏瘫复元丸,NA,Pian Tan Fu Yuan Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"三七, 丹参, 人参, 僵蚕, 全蝎, 冰片, 地龙, 天麻, 安息香, 川芎, 当归, 杜仲, 枳壳, 桂枝, 沉香, 法半夏, 泰艽, 泽泻, 熟地黄, 牛膝, 甘草, 白术, 白附子, 肉桂, 茯苓, 补骨脂, 豆蔻, 赤芍, 钩藤, 铁丝威灵仙, 防风, 香附, 骨碎补, 麦冬, 黄芪","San Qi, Dan Shen, Ren Shen, Jiang Can, Quan Xie, Bing Pian, Di Long, Tian Ma, An Xi Xiang, Chuan Qiong, Dang Gui, Du Zhong, Zhi Ke, Gui Zhi, Chen Xiang, Fa Ban Xia, Tai Jiao, Ze Xie, Shu Di Huang, Niu Xi, Gan Cao, Bai Zhu, Bai Fu Zi, Rou Gui, Fu Ling, Bu Gu Zhi, Dou Kou, Chi Shao, Gou Teng, Tie Si Wei Ling Xian, Fang Feng, Xiang Fu, Gu Sui Bu, Mai Dong, Huang Qi",气虚血瘀证; 风痰阻络证,Syndrome of wind-phlegm blocking collaterals; Syndrome of blood stasis due to qi deficiency,"中风, 偏枯, 风痱","Apoplectic aphasia, Hemiplegia, Stroke",ETCM,NA,NA,2041,2041
HBFO003296,Pian Zai Huang,片仔癀,NA,Pianzaihuang Troches; Pian Zai Huang,锭剂 (Lozenge),External Use,疮疡消药,Chinese patent medicines,"三七, 牛黄, 蛇胆, 麝香","San Qi, Niu Huang, She Dan, She Xiang",热毒淤肝证; 伤损筋骨证; 热毒炽盛证,Syndrome of exuberance of heat-toxicity; Syndrome of blood stasis in liver due to heat-toxicity; Syndrome of damage to sinew and bone,"痈疽, 疔疮, 无名肿毒, 跌打损伤","Traumatic injuries, Unknown swelling toxin, Ulcer, Deep-rooted sore",Chinese Pharmacopoeia 2020 edition,NA,NA,2042,2042
HBFO003297,Pian Zai Huang Jiao Nang,片仔癀胶囊,NA,Pian Zai Huang Capsule; Pianzaihuang Capsule,胶囊剂 (Capsule),Oral,疮疡消药,Chinese patent medicines,片仔癀,Pian Zai Huang,热毒淤肝证; 伤损筋骨证; 热毒炽盛证,Syndrome of exuberance of heat-toxicity; Syndrome of blood stasis in liver due to heat-toxicity; Syndrome of damage to sinew and bone,"疮痈, 疔疮, 痈疽, 无名肿毒, 跌打损伤","Sore and abscess, Traumatic injuries, Unknown swelling toxin, Ulcer, Deep-rooted sore",Chinese Pharmacopoeia 2020 edition,NA,NA,2043,2043
HBFO003298,Qu Chong Ban Jiu Ju Zhu She Ye,驱虫斑鸠菊注射液,NA,Qu Chong Ban Jiu Ju Injection,注射剂 (Injection),Injection,祛瘀药,Chinese patent medicines,驱虫斑鸠菊,Qu Chong Ban Jiu Ju,熟化和清除异常粘液质，温肤着色,"Ripen and eliminate abnormal phlegm, warm the skin and promote healing.",用于痰饮浮肿，湿痹疼痛，肠内寄生虫，白癜风。如咽喉肿痛、目赤肿痛、瘀血肿胀、跌打损伤、皮肤红肿痛或疥疮、疥癣、皮肤斑等症。,"Used for phlegm-damp edema, damp obstruction causing pain, intestinal parasitic infections, and vitiligo. Symptoms include swollen and painful throat, red and swollen eyes, blood stasis swelling, bruises and swelling from injuries, red papules, scabies, skin spots, etc.",ETCM,NA,NA,NA,NA
HBFO003299,Ping Gan Shu Luo Wan,平肝舒络丸,平肝舒络丹,Ping Gan Shu Luo Pill; Pinggan Shuluo Pill,丸剂 (Pill),Oral,理气药,Chinese patent medicines,"丁香, 乌药, 乳香, 人参, 佛手, 僵蚕, 冰片, 制何首乌, 厚朴, 天竺黄, 川芎, 广藿香, 延胡索, 木瓜, 木香, 朱砂, 枳壳, 柴胡, 桑寄生, 檀香, 沉香, 没药, 熟地黄, 牛膝, 白及, 白术, 白芷, 砂仁, 细辛, 羌活, 肉桂, 胆南星, 茯苓, 豆蔻, 钩藤, 铁丝威灵仙, 防风, 陈皮, 青皮, 香附, 黄连, 龟甲","Ding Xiang, Wu Yao, Ru Xiang, Ren Shen, Fo Shou, Jiang Can, Bing Pian, Zhi He Shou Wu, Hou Po, Tian Zhu Huang, Chuan Qiong, Guang Huo Xiang, Yan Hu Suo, Mu Gua, Mu Xiang, Zhu Sha, Zhi Ke, Chai Hu, Sang Ji Sheng, Tan Xiang, Chen Xiang, Mo Yao, Shu Di Huang, Niu Xi, Bai Ji, Bai Zhu, Bai Zhi, Sha Ren, Xi Xin, Qiang Huo, Rou Gui, Dan Nan Xing, Fu Ling, Dou Kou, Gou Teng, Tie Si Wei Ling Xian, Fang Feng, Chen Pi, Qing Pi, Xiang Fu, Huang Lian, Gui Jia",肝郁气滞证,Syndrome of stagnation of liver qi,胁痛,Hypochondriac pain,Chinese Pharmacopoeia 2020 edition,NA,NA,2044,2044
HBFO003300,Ping Wei San,平胃散,NA,Pingwei Powder; Ping Wei Powder,散剂 (Powder),Oral,祛湿方,Ancient TCM prescriptions,"漂苍术, 姜厚朴, 陈皮, 炙甘草","Piao Cang Zhu, Jiang Hou Po, Chen Pi, Zhi Gan Cao",燥湿和胃,Dry wet and stomach,燥湿运脾，行气和胃,"Dryness and dampness transport the spleen, qi and stomach",Catalogue of Ancient Classic Prescriptions,373,NA,NA,NA
HBFO003301,Ping Wei Wan,平胃丸,NA,Ping Wei Pill,丸剂 (Pill),Oral,化湿药,Ancient TCM prescriptions,"厚朴, 甘草, 苍术, 陈皮","Hou Po, Gan Cao, Cang Zhu, Chen Pi",湿困脾胃证,Syndrome of dampness stagnancy in spleen and stomach; Syndrome of dampness stagnancy in spleen and stomach,腹胀,Abdominal distension,ETCM,NA,NA,2045,2045
HBFO003302,Ping Xiao Jiao Nang,平消胶囊,NA,Pingxiao Capsule; Ping Xiao Capsule,胶囊剂 (Capsule),Oral,和血药,Chinese patent medicines,"五灵脂, 仙鹤草, 干漆, 枳壳, 白矾, 硝石, 郁金, 马钱子","Wu Ling Zhi, Xian He Cao, Gan Qi, Zhi Ke, Bai Fan, Xiao Shi, Yu Jin, Ma Qian Zi",痰瘀互结证,Syndrome of binding of phlegm and blood stasis,肿瘤,Cancer,Chinese Pharmacopoeia 2020 edition,NA,NA,2046,2046
HBFO003303,Ping Xiao Pian,平消片,NA,Pingxiao Tablet; Ping Xiao Tablet,片剂 (Tablet),Oral,和血药,Chinese patent medicines,"五灵脂, 仙鹤草, 干漆, 枳壳, 白矾, 硝石, 郁金, 马钱子","Wu Ling Zhi, Xian He Cao, Gan Qi, Zhi Ke, Bai Fan, Xiao Shi, Yu Jin, Ma Qian Zi",痰瘀互结证,Syndrome of binding of phlegm and blood stasis,肿瘤,Cancer,Chinese Pharmacopoeia 2020 edition,NA,NA,2047,2047
HBFO003304,Jing Zhi Niu Huang Jie Du Wan,京制牛黄解毒丸,NA,Jing Zhi Niu Huang Jie Du Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"黄连, 黄柏, 石膏, 金银花, 薄荷, 桔梗, 连翘, 大黄, 黄芩, 栀子（姜炙）, 菊花, 荆芥穗, 防风, 旋覆花, 白芷, 川芎, 蔓荆子（微炒）, 蚕砂, 甘草, 人工牛黄, 冰片, 蜂蜜（炼）","Huang Lian, Huang Bai, Shi Gao, Jin Yin Hua, Bo He, Jie Geng, Lian Qiao, Dai Huang, Huang Qin, Zhi Zi （ Jiang Zhi ）, Ju Hua, Jing Jie Sui, Fang Feng, Xuan Fu Hua, Bai Zhi, Chuan Qiong, Man Jing Zi （ Wei Chao ）, Can Sha, Gan Cao, Ren Gong Niu Huang, Bing Pian, Feng Mi （ Lian ）",清热解毒，散风止痛,"To clear away heat and toxins, dispel wind and relieve pain",肺胃蕴热引起的头目眩晕，口鼻生疮，风火牙痛，咽喉疼痛，耳鸣肿痛，大便秘结，皮肤刺痒,"dizziness, mouth and nose sores, wind, fire, toothache, sore throat, tinnitus, swelling and pain, constipation, and skin irritation caused by the accumulation of heat in the lungs and stomach.",ITCM,NA,NA,52346,NA
HBFO003305,Ping Feng Sheng Mai Jiao Nang,屏风生脉胶囊,屏风安心胶囊,Ping Feng Sheng Mai Capsule,胶囊剂 (Capsule),Oral,补益药,Chinese patent medicines,"五味子, 人参, 白术, 防风, 附子, 麦冬, 黄芪","Wu Wei Zi, Ren Shen, Bai Zhu, Fang Feng, Fu Zi, Mai Dong, Huang Qi",心气虚证,Syndrome of heart qi deficiency,"心悸, 自汗","Palpitations, Spontaneous sweating",ETCM,NA,NA,2048,2048
