Target_id,Gene_symbol,Gene_alias_name,Protein_name,Type_of_gene,TTD_target_type,Organism,Taxonomy_id ,Map_location,Chromosome,Entrez_id,OMIM_id,HGNC_id,Ensembl_id,MGI_id,TTD_id
HBTAR009486,DYNC2H1,ATD3; DHC1b; DHC2; DNCH2; DYH1B; SRPS2B; SRTD3; hdhc11,dynein cytoplasmic 2 heavy chain 1,protein-coding,NA,Homo sapiens,9606,11q22.3,11,79659,603297,2962,ENSG00000187240,NA,NA
HBTAR009487,PPP1R3B,GL; PPP1R4; PTG,protein phosphatase 1 regulatory subunit 3B,protein-coding,NA,Homo sapiens,9606,8p23.1,8,79660,610541,14942,ENSG00000173281,NA,NA
HBTAR009488,NEIL1,FPG1; NEI1; hFPG1,nei like DNA glycosylase 1,protein-coding,NA,Homo sapiens,9606,15q24.2,15,79661,608844,18448,ENSG00000140398,NA,NA
HBTAR009489,HSPBAP1,PASS1,HSPB1 associated protein 1,protein-coding,NA,Homo sapiens,9606,3q21.1,3,79663,608263,16389,ENSG00000169087,NA,NA
HBTAR009490,DHX40,ARG147; DDX40; PAD,DEAH-box helicase 40,protein-coding,NA,Homo sapiens,9606,17q23.1,17,79665,607570,18018,ENSG00000108406,NA,NA
HBTAR009491,PLEKHF2,EAPF; PHAFIN2; ZFYVE18,pleckstrin homology and FYVE domain containing 2,protein-coding,NA,Homo sapiens,9606,8q22.1,8,79666,615208,20757,ENSG00000175895,NA,NA
HBTAR009492,PARP8,ARTD16; pART16,poly(ADP-ribose) polymerase family member 8,protein-coding,NA,Homo sapiens,9606,5q11.1,5,79668,NA,26124,ENSG00000151883,NA,NA
HBTAR009493,C3orf52,TTMP,chromosome 3 open reading frame 52,protein-coding,NA,Homo sapiens,9606,3q13.2,3,79669,611956,26255,ENSG00000114529,NA,NA
HBTAR009494,TUT7,PAPD6; TENT3B; ZCCHC6,terminal uridylyl transferase 7,protein-coding,NA,Homo sapiens,9606,9q21.33,9,79670,613467,25817,ENSG00000083223,NA,NA
HBTAR009495,ZNF329,NA,zinc finger protein 329,protein-coding,NA,Homo sapiens,9606,19q13.43,19,79673,NA,14209,ENSG00000181894,NA,NA
HBTAR009496,VEPH1,MELT; VEPH,ventricular zone expressed PH domain containing 1,protein-coding,NA,Homo sapiens,9606,3q25.31-q25.32,3,79674,609594,25735,ENSG00000197415,NA,NA
HBTAR009497,FASTKD1,NA,FAST kinase domains 1,protein-coding,NA,Homo sapiens,9606,2q31.1,2,79675,617529,26150,ENSG00000138399,NA,NA
HBTAR009498,SMC6,SMC-6; SMC6L1; hSMC6,structural maintenance of chromosomes 6,protein-coding,NA,Homo sapiens,9606,2p24.2,2,79677,609387,20466,ENSG00000163029,NA,NA
HBTAR009499,VTCN1,B7-H4; B7H4; B7S1; B7X; B7h.5; PRO1291; VCTN1,V-set domain containing T cell activation inhibitor 1,protein-coding,Research target,Homo sapiens,9606,1p13.1-p12,1,79679,608162,28873,ENSG00000134258,NA,T35423
HBTAR009500,RTL10,BOP; C22orf29,retrotransposon Gag like 10,protein-coding,NA,Homo sapiens,9606,22q11.21,22,79680,NA,26112,ENSG00000215012,NA,NA
HBTAR009501,CENPU,CENP50; CENPU50; KLIP1; MLF1IP; PBIP1,centromere protein U,protein-coding,NA,Homo sapiens,9606,4q35.1,4,79682,611511,21348,ENSG00000151725,NA,NA
HBTAR009502,ZDHHC14,NEW1CP,zinc finger DHHC-type palmitoyltransferase 14,protein-coding,NA,Homo sapiens,9606,6q25.3,6,79683,NA,20341,ENSG00000175048,NA,NA
HBTAR009503,SAP30L,NS4ATP2,SAP30 like,protein-coding,NA,Homo sapiens,9606,5q33.2,5,79685,610398,25663,ENSG00000164576,NA,NA
HBTAR009504,STEAP4,STAMP2; SchLAH; TIARP; TNFAIP9,STEAP4 metalloreductase,protein-coding,NA,Homo sapiens,9606,7q21.12,7,79689,611098,21923,ENSG00000127954,NA,NA
HBTAR009505,GAL3ST4,GAL3ST-4,galactose-3-O-sulfotransferase 4,protein-coding,NA,Homo sapiens,9606,7q22.1,7,79690,608235,24145,ENSG00000197093,NA,NA
HBTAR009506,QTRT2,QTRTD1,queuine tRNA-ribosyltransferase accessory subunit 2,protein-coding,NA,Homo sapiens,9606,3q13.31,3,79691,NA,25771,ENSG00000151576,NA,NA
HBTAR009507,ZNF322,HCG12; ZNF322A; ZNF388; ZNF489,zinc finger protein 322,protein-coding,NA,Homo sapiens,9606,6p22.2,6,79692,610847,23640,ENSG00000181315,NA,NA
HBTAR009508,YRDC,DRIP3; IRIP; SUA5,yrdC N6-threonylcarbamoyltransferase domain containing,protein-coding,NA,Homo sapiens,9606,1p34.3,1,79693,612276,28905,ENSG00000196449,NA,NA
HBTAR009509,MANEA,ENDO; hEndo,mannosidase endo-alpha,protein-coding,NA,Homo sapiens,9606,6q16.1,6,79694,612327,21072,ENSG00000172469,NA,NA
HBTAR009510,GALNT12,CRCS1; GalNAc-T12,polypeptide N-acetylgalactosaminyltransferase 12,protein-coding,NA,Homo sapiens,9606,9q22.33,9,79695,610290,19877,ENSG00000119514,NA,NA
HBTAR009511,ZC2HC1C,C14orf140; FAM164C,zinc finger C2HC-type containing 1C,protein-coding,NA,Homo sapiens,9606,14q24.3,14,79696,NA,20354,ENSG00000119703,NA,NA
HBTAR009512,RIOX1,C14orf169; JMJD9; MAPJD; NO66; ROX; URLC2; hsNO66,ribosomal oxygenase 1,protein-coding,NA,Homo sapiens,9606,14q24.3,14,79697,611919,20968,ENSG00000170468,NA,NA
HBTAR009513,ZYG11B,ZYG11,"zyg-11 family member B, cell cycle regulator",protein-coding,NA,Homo sapiens,9606,1p32.3,1,79699,618673,25820,ENSG00000162378,NA,NA
HBTAR009514,LRRK1,RIPK6; Roco1,leucine rich repeat kinase 1,protein-coding,NA,Homo sapiens,9606,15q26.3,15,79705,610986,18608,ENSG00000154237,NA,NA
HBTAR009515,PRKRIP1,C114; KRBOX3,PRKR interacting protein 1,protein-coding,NA,Homo sapiens,9606,7q22.1,7,79706,617458,21894,ENSG00000128563,NA,NA
HBTAR009516,NOL9,Grc3; NET6,nucleolar protein 9,protein-coding,NA,Homo sapiens,9606,1p36.31,1,79707,NA,26265,ENSG00000162408,NA,NA
HBTAR009517,MORC4,ZCW4; ZCWCC2; dJ75H8.2,MORC family CW-type zinc finger 4,protein-coding,NA,Homo sapiens,9606,Xq22.3,X,79710,300970,23485,ENSG00000133131,NA,NA
HBTAR009518,IPO4,Imp4,importin 4,protein-coding,NA,Homo sapiens,9606,14q12,14,79711,NA,19426,ENSG00000196497,NA,NA
HBTAR009519,GTDC1,Hmat-Xa; mat-Xa,glycosyltransferase like domain containing 1,protein-coding,NA,Homo sapiens,9606,2q22.3,2,79712,610165,20887,ENSG00000121964,NA,NA
HBTAR009520,IGFLR1,TMEM149,IGF like family receptor 1,protein-coding,NA,Homo sapiens,9606,19q13.12,19,79713,614143,23620,ENSG00000126246,NA,NA
HBTAR009521,CCDC51,MITOK,coiled-coil domain containing 51,protein-coding,NA,Homo sapiens,9606,3p21.31,3,79714,618585,25714,ENSG00000164051,NA,NA
HBTAR009522,NPEPL1,bA261P9.2,aminopeptidase like 1,protein-coding,NA,Homo sapiens,9606,20q13.32,20,79716,NA,16244,ENSG00000215440,NA,NA
HBTAR009523,PPCS,CMD2C,phosphopantothenoylcysteine synthetase,protein-coding,NA,Homo sapiens,9606,1p34.2,1,79717,609853,25686,ENSG00000127125,NA,NA
HBTAR009524,TBL1XR1,C21; DC42; IRA1; MRD41; TBLR1,TBL1X receptor 1,protein-coding,Research target,Homo sapiens,9606,3q26.32,3,79718,608628,29529,ENSG00000177565,NA,T89793
HBTAR009525,AAGAB,KPPP1; PPKP1; PPKP1A; p34,alpha and gamma adaptin binding protein,protein-coding,NA,Homo sapiens,9606,15q23,15,79719,614888,25662,ENSG00000103591,NA,NA
HBTAR009526,VPS37B,NA,VPS37B subunit of ESCRT-I,protein-coding,NA,Homo sapiens,9606,12q24.31,12,79720,610037,25754,ENSG00000139722,NA,NA
HBTAR009527,ANKRD55,NA,ankyrin repeat domain 55,protein-coding,NA,Homo sapiens,9606,5q11.2,5,79722,615189,25681,ENSG00000164512,NA,NA
HBTAR009528,SUV39H2,KMT1B,suppressor of variegation 3-9 homolog 2,protein-coding,NA,Homo sapiens,9606,10p13,10,79723,606503,17287,ENSG00000152455,NA,NA
HBTAR009529,ZNF768,NA,zinc finger protein 768,protein-coding,NA,Homo sapiens,9606,16p11.2,16,79724,618032,26273,ENSG00000169957,NA,NA
HBTAR009530,PALB2,FANCN; PNCA3,partner and localizer of BRCA2,protein-coding,NA,Homo sapiens,9606,16p12.2,16,79728,610355,26144,ENSG00000083093,NA,NA
HBTAR009531,NSUN7,NA,NOP2/Sun RNA methyltransferase family member 7,protein-coding,NA,Homo sapiens,9606,4p14,4,79730,617185,25857,ENSG00000179299,NA,NA
HBTAR009532,NARS2,DFNB94; SLM5; asnRS,"asparaginyl-tRNA synthetase 2, mitochondrial",protein-coding,NA,Homo sapiens,9606,11q14.1,11,79731,612803,26274,ENSG00000137513,NA,NA
HBTAR009533,E2F8,E2F-8,E2F transcription factor 8,protein-coding,NA,Homo sapiens,9606,11p15.1,11,79733,612047,24727,ENSG00000129173,NA,NA
HBTAR009534,KCTD17,NA,potassium channel tetramerization domain containing 17,protein-coding,NA,Homo sapiens,9606,22q12.3,22,79734,616386,25705,ENSG00000100379,NA,NA
HBTAR009535,TEFM,C17orf42,"transcription elongation factor, mitochondrial",protein-coding,NA,Homo sapiens,9606,17q11.2,17,79736,616422,26223,ENSG00000172171,NA,NA
HBTAR009536,BBS10,C12orf58,Bardet-Biedl syndrome 10,protein-coding,NA,Homo sapiens,9606,12q21.2,12,79738,610148,26291,ENSG00000179941,NA,NA
HBTAR009537,ZNF419,ZAPHIR; ZNF419A,zinc finger protein 419,protein-coding,NA,Homo sapiens,9606,19q13.43,19,79744,617410,20648,ENSG00000105136,NA,NA
HBTAR009538,CLIP4,RSNL2,CAP-Gly domain containing linker protein family member 4,protein-coding,NA,Homo sapiens,9606,2p23.2,2,79745,NA,26108,ENSG00000115295,NA,NA
HBTAR009539,ADGB,C6orf103; CAPN16,androglobin,protein-coding,NA,Homo sapiens,9606,6q24.3,6,79747,614630,21212,ENSG00000118492,NA,NA
HBTAR009540,SLC25A22,EIEE3; GC-1; GC1; NET44,solute carrier family 25 member 22,protein-coding,NA,Homo sapiens,9606,11p15.5,11,79751,609302,19954,ENSG00000177542,NA,NA
HBTAR009541,SNIP1,PML1; PMRED,Smad nuclear interacting protein 1,protein-coding,NA,Homo sapiens,9606,1p34.3,1,79753,608241,30587,ENSG00000163877,NA,NA
HBTAR009542,ASB13,NA,ankyrin repeat and SOCS box containing 13,protein-coding,NA,Homo sapiens,9606,10p15.1,10,79754,615055,19765,ENSG00000196372,NA,NA
HBTAR009543,ZNF750,ZFP750,zinc finger protein 750,protein-coding,NA,Homo sapiens,9606,17q25.3,17,79755,610226,25843,ENSG00000141579,NA,NA
HBTAR009544,DHRS12,SDR40C1,dehydrogenase/reductase 12,protein-coding,NA,Homo sapiens,9606,13q14.3,13,79758,616163,25832,ENSG00000102796,NA,NA
HBTAR009545,ZNF668,NA,zinc finger protein 668,protein-coding,NA,Homo sapiens,9606,16p11.2,16,79759,617103,25821,ENSG00000167394,NA,NA
HBTAR009546,C1orf115,RDD1,chromosome 1 open reading frame 115,protein-coding,NA,Homo sapiens,9606,1q41,1,79762,NA,25873,ENSG00000162817,NA,NA
HBTAR009547,ISOC2,NA,isochorismatase domain containing 2,protein-coding,NA,Homo sapiens,9606,19q13.42,19,79763,612928,26278,ENSG00000063241,NA,NA
HBTAR009548,ELMO3,CED-12; CED12; ELMO-3,engulfment and cell motility 3,protein-coding,NA,Homo sapiens,9606,16q22.1,16,79767,606422,17289,ENSG00000102890,NA,NA
HBTAR009549,KATNBL1,C15orf29,katanin regulatory subunit B1 like 1,protein-coding,NA,Homo sapiens,9606,15q14,15,79768,616235,26199,ENSG00000134152,NA,NA
HBTAR009550,TXNDC15,BUG; C5orf14; UNQ335,thioredoxin domain containing 15,protein-coding,NA,Homo sapiens,9606,5q31.1,5,79770,617778,20652,ENSG00000113621,NA,NA
HBTAR009551,MCTP1,NA,multiple C2 and transmembrane domain containing 1,protein-coding,NA,Homo sapiens,9606,5q15,5,79772,616296,26183,ENSG00000175471,NA,NA
HBTAR009552,GRTP1,TBC1D6,growth hormone regulated TBC protein 1,protein-coding,NA,Homo sapiens,9606,13q34,13,79774,NA,20310,ENSG00000139835,NA,NA
HBTAR009553,ZFHX4,ZFH4; ZHF4,zinc finger homeobox 4,protein-coding,NA,Homo sapiens,9606,8q21.13,8,79776,606940,30939,ENSG00000091656,NA,NA
HBTAR009554,ACBD4,HMFT0700,acyl-CoA binding domain containing 4,protein-coding,NA,Homo sapiens,9606,17q21.31,17,79777,NA,23337,ENSG00000181513,NA,NA
HBTAR009555,MICALL2,JRAB; MICAL-L2,MICAL like 2,protein-coding,NA,Homo sapiens,9606,7p22.3,7,79778,NA,29672,ENSG00000164877,NA,NA
HBTAR009556,LRRC31,HEL-S-293,leucine rich repeat containing 31,protein-coding,NA,Homo sapiens,9606,3q26.2,3,79782,NA,26261,ENSG00000114248,NA,NA
HBTAR009557,MYH14,DFNA4; DFNA4A; FP17425; MHC16; MYH17; NMHC II-C; NMHC-II-C; PNMHH; myosin,myosin heavy chain 14,protein-coding,NA,Homo sapiens,9606,19q13.33,19,79784,608568,23212,ENSG00000105357,NA,NA
HBTAR009558,RERGL,NA,RERG like,protein-coding,NA,Homo sapiens,9606,12p12.3,12,79785,NA,26213,ENSG00000111404,NA,NA
HBTAR009559,ZNF665,ZFP160L,zinc finger protein 665,protein-coding,NA,Homo sapiens,9606,19q13.42,19,79788,NA,25885,ENSG00000197497,NA,NA
HBTAR009560,CLMN,NA,calmin,protein-coding,NA,Homo sapiens,9606,14q32.13,14,79789,611121,19972,ENSG00000165959,NA,NA
HBTAR009561,FBXO31,FBX14; FBXO14; Fbx31; MRT45; pp2386,F-box protein 31,protein-coding,NA,Homo sapiens,9606,16q24.2,16,79791,609102,16510,ENSG00000103264,NA,NA
HBTAR009562,ALG9,CDG1L; DIBD1; GIKANIS; LOH11CR1J,"ALG9 alpha-1,2-mannosyltransferase",protein-coding,NA,Homo sapiens,9606,11q23.1,11,79796,606941,15672,ENSG00000086848,NA,NA
HBTAR009563,ZNF408,EVR6; RP72,zinc finger protein 408,protein-coding,NA,Homo sapiens,9606,11p11.2,11,79797,616454,20041,ENSG00000175213,NA,NA
HBTAR009564,UGT2A3,NA,UDP glucuronosyltransferase family 2 member A3,protein-coding,NA,Homo sapiens,9606,4q13.2,4,79799,616382,28528,ENSG00000135220,NA,NA
HBTAR009565,SHCBP1,PAL,SHC binding and spindle associated 1,protein-coding,Research target,Homo sapiens,9606,16q11.2,16,79801,611027,29547,ENSG00000171241,NA,T96542
HBTAR009566,HHIPL2,KIAA1822L,HHIP like 2,protein-coding,NA,Homo sapiens,9606,1q41,1,79802,NA,25842,ENSG00000143512,NA,NA
HBTAR009567,EHMT1,EHMT1-IT1; EUHMTASE1; Eu-HMTase1; FP13812; GLP; GLP1; KLEFS1; KMT1D,euchromatic histone lysine methyltransferase 1,protein-coding,Research target,Homo sapiens,9606,9q34.3,9,79813,607001,24650,ENSG00000181090,NA,T39996
HBTAR009568,AGMAT,NA,agmatinase,protein-coding,NA,Homo sapiens,9606,1p36.21,1,79814,617887,18407,ENSG00000116771,NA,NA
HBTAR009569,MOB3B,C9orf35; MOB1D; MOBKL2B,MOB kinase activator 3B,protein-coding,NA,Homo sapiens,9606,9p21.2,9,79817,617652,23825,ENSG00000120162,NA,NA
HBTAR009570,ZNF552,NA,zinc finger protein 552,protein-coding,NA,Homo sapiens,9606,19q13.43,19,79818,NA,26135,ENSG00000178935,NA,NA
HBTAR009571,DNAI4,DIC4; WDR78,dynein axonemal intermediate chain 4,protein-coding,NA,Homo sapiens,9606,1p31.3,1,79819,NA,26252,ENSG00000152763,NA,NA
HBTAR009572,CAMKMT,C2orf34; CLNMT; CaM KMT; Cam; KMT,calmodulin-lysine N-methyltransferase,protein-coding,NA,Homo sapiens,9606,2p21,2,79823,609559,26276,ENSG00000143919,NA,NA
HBTAR009573,CLMP,ACAM; ASAM; CSBM; CSBS,CXADR like membrane protein,protein-coding,NA,Homo sapiens,9606,11q24.1,11,79827,611693,24039,ENSG00000166250,NA,NA
HBTAR009574,KDM8,JMJD5,lysine demethylase 8,protein-coding,NA,Homo sapiens,9606,16p12.1,16,79831,611917,25840,ENSG00000155666,NA,NA
HBTAR009575,QSER1,NA,glutamine and serine rich 1,protein-coding,NA,Homo sapiens,9606,11p13,11,79832,NA,26154,ENSG00000060749,NA,NA
HBTAR009576,GEMIN6,NA,gem nuclear organelle associated protein 6,protein-coding,NA,Homo sapiens,9606,2p22.1,2,79833,607006,20044,ENSG00000152147,NA,NA
HBTAR009577,PEAK1,SGK269,pseudopodium enriched atypical kinase 1,protein-coding,NA,Homo sapiens,9606,15q24.3,15,79834,614248,29431,ENSG00000173517,NA,NA
HBTAR009578,LONRF3,RNF127,LON peptidase N-terminal domain and ring finger 3,protein-coding,NA,Homo sapiens,9606,Xq24,X,79836,NA,21152,ENSG00000175556,NA,NA
HBTAR009579,PIP4K2C,PIP5K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,protein-coding,NA,Homo sapiens,9606,12q13.3,12,79837,617104,23786,ENSG00000166908,NA,NA
HBTAR009580,TMC5,NA,transmembrane channel like 5,protein-coding,NA,Homo sapiens,9606,16p12.3,16,79838,617197,22999,ENSG00000103534,NA,NA
HBTAR009581,ZBTB3,NA,zinc finger and BTB domain containing 3,protein-coding,NA,Homo sapiens,9606,11q12.3,11,79842,NA,22918,ENSG00000185670,NA,NA
HBTAR009582,ZDHHC11,ZNF399,zinc finger DHHC-type containing 11,protein-coding,NA,Homo sapiens,9606,5p15.33,5,79844,NA,19158,ENSG00000188818,NA,NA
HBTAR009583,RNF122,NA,ring finger protein 122,protein-coding,NA,Homo sapiens,9606,8p12,8,79845,NA,21147,ENSG00000133874,NA,NA
HBTAR009584,CSPP1,CSPP; CSPP-L; JBTS21,centrosome and spindle pole associated protein 1,protein-coding,NA,Homo sapiens,9606,8q13.1-q13.2,8,79848,611654,26193,ENSG00000104218,NA,NA
HBTAR009585,TM4SF20,PRO994; SLI5; TCCE518,transmembrane 4 L six family member 20,protein-coding,NA,Homo sapiens,9606,2q36.3,2,79853,615404,26230,ENSG00000168955,NA,NA
HBTAR009586,NEK11,NA,NIMA related kinase 11,protein-coding,NA,Homo sapiens,9606,3q22.1,3,79858,609779,18593,ENSG00000114670,NA,NA
HBTAR009587,TUBAL3,NA,tubulin alpha like 3,protein-coding,NA,Homo sapiens,9606,10p15.1,10,79861,NA,23534,ENSG00000178462,NA,NA
HBTAR009588,ZNF669,NA,zinc finger protein 669,protein-coding,NA,Homo sapiens,9606,1q44,1,79862,NA,25736,ENSG00000188295,NA,NA
HBTAR009589,TREML2,C6orf76; TLT-2; TLT2; dJ238O23.1,triggering receptor expressed on myeloid cells like 2,protein-coding,NA,Homo sapiens,9606,6p21.1,6,79865,609715,21092,ENSG00000112195,NA,NA
HBTAR009590,BORA,C13orf34,BORA aurora kinase A activator,protein-coding,NA,Homo sapiens,9606,13q21.33,13,79866,610510,24724,ENSG00000136122,NA,NA
HBTAR009591,ALG13,CDG1S; CXorf45; EIEE36; GLT28D1; MDS031; TDRD13; YGL047W,ALG13 UDP-N-acetylglucosaminyltransferase subunit,protein-coding,NA,Homo sapiens,9606,Xq23,X,79868,300776,30881,ENSG00000101901,NA,NA
HBTAR009592,CPSF7,CFIm59,cleavage and polyadenylation specific factor 7,protein-coding,NA,Homo sapiens,9606,11q12.2,11,79869,NA,30098,ENSG00000149532,NA,NA
HBTAR009593,THSD4,ADAMTSL-6; ADAMTSL6; FVSY9334; PRO34005,thrombospondin type 1 domain containing 4,protein-coding,NA,Homo sapiens,9606,15q23,15,79875,614476,25835,ENSG00000187720,NA,NA
HBTAR009594,UBA5,EIEE44; SCAR24; THIFP1; UBE1DC1,ubiquitin like modifier activating enzyme 5,protein-coding,NA,Homo sapiens,9606,3q22.1,3,79876,610552,23230,ENSG00000081307,NA,NA
HBTAR009595,DCAKD,NA,dephospho-CoA kinase domain containing,protein-coding,NA,Homo sapiens,9606,17q21.31,17,79877,NA,26238,ENSG00000172992,NA,NA
HBTAR009596,PODNL1,SLRR5B,podocan like 1,protein-coding,NA,Homo sapiens,9606,19p13.12,19,79883,NA,26275,ENSG00000132000,NA,NA
HBTAR009597,MAP9,ASAP,microtubule associated protein 9,protein-coding,NA,Homo sapiens,9606,4q32.1,4,79884,610070,26118,ENSG00000164114,NA,NA
HBTAR009598,HDAC11,HD11,histone deacetylase 11,protein-coding,Patented target,Homo sapiens,9606,3p25.1,3,79885,607226,19086,ENSG00000163517,NA,T97903
HBTAR009599,CAAP1,C9orf82; CAAP,caspase activity and apoptosis inhibitor 1,protein-coding,NA,Homo sapiens,9606,9p21.2,9,79886,NA,25834,ENSG00000120159,NA,NA
HBTAR009600,PLBD1,NA,phospholipase B domain containing 1,protein-coding,NA,Homo sapiens,9606,12p13.1,12,79887,618486,26215,ENSG00000121316,NA,NA
HBTAR009601,LPCAT1,AGPAT10; AGPAT9; AYTL2; LPCAT-1; PFAAP3; lpcat; lysoPAFAT,lysophosphatidylcholine acyltransferase 1,protein-coding,NA,Homo sapiens,9606,5p15.33,5,79888,610472,25718,ENSG00000153395,NA,NA
HBTAR009602,RIN3,NA,Ras and Rab interactor 3,protein-coding,NA,Homo sapiens,9606,14q32.12,14,79890,610223,18751,ENSG00000100599,NA,NA
HBTAR009603,ZNF671,NA,zinc finger protein 671,protein-coding,NA,Homo sapiens,9606,19q13.43,19,79891,NA,26279,ENSG00000083814,NA,NA
HBTAR009604,ZNF672,NA,zinc finger protein 672,protein-coding,NA,Homo sapiens,9606,1q44,1,79894,NA,26179,ENSG00000171161,NA,NA
HBTAR009605,ATP8B4,ATPIM,ATPase phospholipid transporting 8B4 (putative),protein-coding,NA,Homo sapiens,9606,15q21.2,15,79895,609123,13536,ENSG00000104043,NA,NA
HBTAR009606,THNSL1,TSH1,threonine synthase like 1,protein-coding,NA,Homo sapiens,9606,10p12.1,10,79896,611260,26160,ENSG00000185875,NA,NA
HBTAR009607,RPP21,C6orf135; CAT60,ribonuclease P/MRP subunit p21,protein-coding,NA,Homo sapiens,9606,6p22.1,6,79897,612524,21300,ENSG00000241370,NA,NA
HBTAR009608,ZNF613,NA,zinc finger protein 613,protein-coding,NA,Homo sapiens,9606,19q13.41,19,79898,NA,25827,ENSG00000176024,NA,NA
HBTAR009609,PRR5L,PROTOR2,proline rich 5 like,protein-coding,NA,Homo sapiens,9606,11p13-p12,11,79899,611728,25878,ENSG00000135362,NA,NA
HBTAR009610,CYBRD1,CYB561A2; DCYTB; FRRS3,cytochrome b reductase 1,protein-coding,NA,Homo sapiens,9606,2q31.1,2,79901,605745,20797,ENSG00000071967,NA,NA
HBTAR009611,NUP85,FROUNT; NPHS17; Nup75,nucleoporin 85,protein-coding,NA,Homo sapiens,9606,17q25.1,17,79902,170285,8734,ENSG00000125450,NA,NA
HBTAR009612,NAA60,HAT4; NAT15; NatF; hNaa60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",protein-coding,NA,Homo sapiens,9606,16p13.3,16,79903,614246,25875,ENSG00000122390,NA,NA
HBTAR009613,TMC7,NA,transmembrane channel like 7,protein-coding,NA,Homo sapiens,9606,16p12.3,16,79905,617198,23000,ENSG00000170537,NA,NA
HBTAR009614,BTNL8,BTN9.2,butyrophilin like 8,protein-coding,NA,Homo sapiens,9606,5q35.3,5,79908,615606,26131,ENSG00000113303,NA,NA
HBTAR009615,SETD6,NA,"SET domain containing 6, protein lysine methyltransferase",protein-coding,NA,Homo sapiens,9606,16q21,16,79918,616424,26116,ENSG00000103037,NA,NA
HBTAR009616,MAB21L4,C2orf54,mab-21 like 4,protein-coding,NA,Homo sapiens,9606,2q37.3,2,79919,NA,26216,ENSG00000172478,NA,NA
HBTAR009617,NANOG,NA,Nanog homeobox,protein-coding,NA,Homo sapiens,9606,12p13.31,12,79923,607937,20857,ENSG00000111704,NA,NA
HBTAR009618,ADM2,AM2; dJ579N16.4,adrenomedullin 2,protein-coding,Research target,Homo sapiens,9606,22q13.33,22,79924,608682,28898,ENSG00000128165,NA,T68208
HBTAR009619,MAP6D1,MAPO6D1; SL21,MAP6 domain containing 1,protein-coding,NA,Homo sapiens,9606,3q27.1,3,79929,610593,25753,ENSG00000180834,NA,NA
HBTAR009620,DOK3,DOKL,docking protein 3,protein-coding,NA,Homo sapiens,9606,5q35.3,5,79930,611435,24583,ENSG00000146094,NA,NA
HBTAR009621,TNIP3,ABIN-3; LIND,TNFAIP3 interacting protein 3,protein-coding,NA,Homo sapiens,9606,4q27,4,79931,608019,19315,ENSG00000050730,NA,NA
HBTAR009622,CCNP,CNTD2,cyclin P,protein-coding,NA,Homo sapiens,9606,19q13.2,19,79935,NA,25805,ENSG00000105219,NA,NA
HBTAR009623,CNTNAP3,CASPR3; CNTNAP3A,contactin associated protein family member 3,protein-coding,NA,Homo sapiens,9606,9p12,9,79937,610517,13834,ENSG00000106714,NA,NA
HBTAR009624,SLC35E1,NA,solute carrier family 35 member E1,protein-coding,NA,Homo sapiens,9606,19p13.11,19,79939,NA,20803,ENSG00000127526,NA,NA
HBTAR009625,ZNF696,NA,zinc finger protein 696,protein-coding,NA,Homo sapiens,9606,8q24.3,8,79943,NA,25872,ENSG00000185730,NA,NA
HBTAR009626,L2HGDH,C14orf160; L2HGA,L-2-hydroxyglutarate dehydrogenase,protein-coding,NA,Homo sapiens,9606,14q21.3,14,79944,609584,20499,ENSG00000087299,NA,NA
HBTAR009627,DHDDS,CIT; CPT; DEDSM; DS; HDS; RP59; hCIT,dehydrodolichyl diphosphate synthase subunit,protein-coding,NA,Homo sapiens,9606,1p36.11,1,79947,608172,20603,ENSG00000117682,NA,NA
HBTAR009628,SYNDIG1,C20orf39; DSPC2; IFITMD5; TMEM90B,synapse differentiation inducing 1,protein-coding,NA,Homo sapiens,9606,20p11.21,20,79953,614311,15885,ENSG00000101463,NA,NA
HBTAR009629,ERMP1,FXNA; KIAA1815; bA207C16.3,endoplasmic reticulum metallopeptidase 1,protein-coding,NA,Homo sapiens,9606,9p24.1,9,79956,611156,23703,ENSG00000099219,NA,NA
HBTAR009630,DENND1C,FAM31C,DENN domain containing 1C,protein-coding,NA,Homo sapiens,9606,19p13.3,19,79958,613634,26225,ENSG00000205744,NA,NA
HBTAR009631,JADE1,PHF17,jade family PHD finger 1,protein-coding,NA,Homo sapiens,9606,4q28.2,4,79960,610514,30027,ENSG00000077684,NA,NA
HBTAR009632,DENND2D,NA,DENN domain containing 2D,protein-coding,NA,Homo sapiens,9606,1p13.3-p13.2,1,79961,615111,26192,ENSG00000162777,NA,NA
HBTAR009633,DNAJC22,wus,DnaJ heat shock protein family (Hsp40) member C22,protein-coding,NA,Homo sapiens,9606,12q13.12,12,79962,NA,25802,ENSG00000178401,NA,NA
HBTAR009634,SCD5,ACOD4; FADS4; HSCD5; SCD2; SCD4,stearoyl-CoA desaturase 5,protein-coding,NA,Homo sapiens,9606,4q21.22,4,79966,608370,21088,ENSG00000145284,NA,NA
HBTAR009635,WDR76,CDW14,WD repeat domain 76,protein-coding,NA,Homo sapiens,9606,15q15.3,15,79968,NA,25773,ENSG00000092470,NA,NA
